filename,Artificial,Agricultural lands,Terrestrial wildlands,Wetlands and riverine forests
"Class_1_ID_1457_Purity_54.64995041070112__(+38.3027252505,-5.3022158396).jpg",8.593524247407913,62.82767057418823,23.840902745723724,4.737912118434906
"Class_1_ID_1458_Purity_47.278738555442516__(+38.3027264736,-5.2820937640).jpg",22.070352733135223,64.36555981636047,11.501289159059525,2.0628053694963455
