filename,Artificial,Annual croplands,Greenhouses,Woody croplands,Combinations of croplands and natural vegetation,Grasslands and Grasslands with trees,Shrubland and Shrublands with trees,Forests,Barelands,Wetlands
"Class_1_ID_1457_Purity_54.64995041070112__(+38.3027252505,-5.3022158396).jpg",3.463353216648102,31.703519821166992,0.02901912957895547,16.32940024137497,12.068653106689453,20.60951739549637,11.7302305996418,3.3749230206012726,0.3405146999284625,0.3508707042783499
"Class_1_ID_1458_Purity_47.278738555442516__(+38.3027264736,-5.2820937640).jpg",2.924218215048313,53.94706726074219,0.022030901163816452,31.69686198234558,1.8692687153816223,5.207134038209915,2.9691774398088455,0.5552270915359259,0.29460808727890253,0.5144062452018261
